位置,公司名,公司行业,学历要求,经验要求,薪资,技能要求,职位
武汉·江夏区·光谷,珞珈新空,计算机软件,3个月,4天/周,200-250元/天,OpenGL|QT|c++,软件开发实习生
北京·朝阳区·望京,顽石乐创,游戏,6个月,5天/周,200-250元/天,Java|Python|C/C++|计算机相关专业|数学/统计相关专业|机器学习算法/工程化经验,开发实习生（AI方向）
福州·闽侯县·新西客站,福州速晟贸易有限公司,互联网,大专,1-3年,10-15K,Golang|Golang服务端开发经验|中大型项目开发经验|计算机相关专业,golang服务端开发-双休
武汉·江夏区·流芳,傲睿尔,电力/热力/燃气/水利,本科,1-3年,7-12K·13薪,UE4|计算机/软件工程相关专业|UE4开发经验,ue4开发（团队嘎嘎好）
上海·长宁区·新华路,空岛科技,医疗健康,大专,1-3年,8-12K,C++|Shader|UE4|VR|socket|blueprint,UE4开发 VR开发
北京·海淀区·双榆树,淏海铭游戏,游戏,本科,3-5年,30-60K·15薪,ue4|虚幻,UE4客户端开发
北京·西城区·广安门,甲骨易,其他生活服务,本科,1-3年,8-12K,专业翻译公司|全职,资源开发项目经理
成都·武侯区·孵化园,星奕网络,游戏,本科,3-5年,10-15K,C++,UE4客户端开发
无锡·新吴区·新安,创思感知,计算机软件,本科,1-3年,8-12K·13薪,C#|C#开发经验|MySQL|.NET开发经验|国内院校优先|SQL Server|计算机相关专业,初级C#开发 2人
北京·海淀区·上地,禹创软件,计算机软件,本科,1-3年,10-15K,Linux|Windows|客户端开发|软件工程师|QT|游戏,C++工程师
北京·朝阳区·望京,达闼,计算机硬件,硕士,3-5年,55-70K·14薪,有国际期刊/会议论文发表|数字孪生|业务导向/研究导向|机器学习算法/工程化经验|强化学习|游戏,资深强化学习算法工程师
鞍山·铁西区·人民路沿线,创赢,计算机服务,初中及以下,1-3年,3-5K,系统运维|网络运维|计算机软件|网络设备|硬件,技术工程师
上海·浦东新区·张江,摩尔线程,电子/半导体/集成电路,本科,5-10年,30-50K·16薪,Python|C++|测试工作经验|自动化测试经验,测试工程师
昆明·盘龙区·北辰,云南元鸣科技有限公司,计算机服务,学历不限,1-3年,4-5K,Windows|IDC维护|路由器配置|网络自动化|PostgreSQL,网络工程师
北京·海淀区·西北旺,华为技术有限公司,计算机软件,本科,1-3年,15-30K,C++|Java|Go|C语言|Android,软件工程师
北京·朝阳区·传媒大学,123vfx,广播/影视,大专,1-3年,8-13K,UE4|3ds Max|Maya|计算机/软件工程相关专业|美术/动画基础|UE4开发经验,ue4工程师
上海·奉贤区·南桥,上海游社网络科技,互联网,本科,3-5年,25-40K·14薪,测试工作经验,测试工程师
西安·雁塔区·绿地世纪城,大河科技,计算机服务,本科,1-3年,13-16K,UE4|3ds Max|OpenGL|计算机/软件工程相关专业,ue4工程师
杭州·滨江区·长河,华为企业通信,计算机软件,本科,1-3年,15-30K·14薪,C++|STL|OpenGL|图形开发经验|鸿蒙系统开发经验,OD图形工程师
上海·闵行区·虹桥,SHEIN,电子商务,本科,3-5年,25-50K·14薪,Java|不接受居家办公|SpringCloud|MySQL|Redis|广告|营销活动|优惠券,高级/资深JAVA工程师
上海·浦东新区·世纪公园,百安居,装修装饰,大专,1-3年,20-40K,C++|SDK,UE4高级工程师
成都·郫都区·红光镇,遨天科技,铁路/船舶/航空/航天制造,硕士,3-5年,15-30K,Java|C++|QT|桌面开发经验|图形开发经验,界面及可视化工程师
深圳·宝安区·福永,利达成,电子/半导体/集成电路,大专,5-10年,10-15K,机械工程专业|AutoCAD|creo,高级机械结构工程师
北京·海淀区·上地,百度在线,互联网,本科,1-3年,20-40K·16薪,JavaScript|Canvas|HTML,前端工程师(AIGC 扫描)(J72000)
重庆·北碚区·蔡家岗,远感科技,仪器仪表/工业自动化,6个月,4天/周,100-150元/天,C|STM32开发|ARM开发|嵌入式/单片机开发经验,实习嵌入式软件工程师
上海·浦东新区·张江,万有引力,半导体/芯片,硕士,3-5年,30-50K·14薪,深度学习|图像算法|C/C++|Python|Java|算法工程化经验,图像压缩算法工程师(J10282)
深圳·宝安区·西乡,凯智隆誉科技,电子/硬件开发,本科,3-5年,15-25K·13薪,蓝牙协议|智能硬件+智能家居|WIFI协议,嵌入式软件工程师（双休-地铁站-下午茶）
温州·瑞安市·安阳,古骏互娱,文化艺术/娱乐,学历不限,经验不限,7-12K,游戏|主播|王者荣耀|吃鸡|永杰无间|和平精英|打手|代练,王者荣耀游戏主播
聊城,盖楠网络,游戏,学历不限,经验不限,6-11K,手游|端游|主机游戏|有耐心,游戏主播-英雄联盟，王者荣耀
邯郸·邯山区·南堡,樱欢,游戏,学历不限,经验不限,4-6K,线下办公|全职,手游端游游戏电竞师
郑州·管城回族区·郑汴路,河南汣田,游戏,学历不限,经验不限,4-7K,资深游戏玩家|不接受居家办公|游戏社群/用户运营|手游|RPG游戏,1睡到下午还管住的手游游戏陪玩
赣州·章贡区·华坚路及周边,十乾互娱,游戏,学历不限,经验不限,3-6K,手游,招热爱游戏的小伙伴 线上手游推广
呼和浩特·新城区·阿尔泰,明卓公司,广播/影视,大专,经验不限,6-8K,unity3D,软件开发
西安·长安区·韦曲,中疆未来,人工智能,本科,在校/应届,7-12K,C#|C/C++|Unity3D|VR/AR开发经验|3D游戏客户端开发经验|Unity3D开发经验,高级u3d开发
苏州·苏州工业园区·湖东,大荒科技,互联网,硕士,1-3年,10-11K,C++|游戏引擎|Windows|移动端|Web端,Unity开发工程师
大连·甘井子区·高新园区,江苏伟岸纵横,计算机软件,本科,3-5年,8-13K,C++|VR,Unity3D开发工程师
大连·甘井子区·软件园,新视域,计算机服务,3个月,4天/周,150-200元/天,C#|游戏引擎|MVC开发|MySQL,Unity开发实习生
桂林·七星区·万达广场,蓝港科技,计算机软件,本科,1-3年,4-6K,Unity3D|C#|计算机/软件工程相关专业|Unity3D开发经验|软件开发经验,unity开发工程师
郑州·金水区·省人民医院,百方千草,其他专业服务,大专,1-3年,6-8K,C#|游戏引擎|Socket技术|Windows,U3d开发工程师/VR虚拟仿真工程师
上海·浦东新区·张江,地平线,互联网,硕士,5-10年,30-50K·15薪,Unity3D,高级/资深Unity开发工程师（安卓平台车载）
昆明·官渡区·新亚洲体育城,云南途迅,电子商务,学历不限,经验不限,6-8K,游戏活动运营|手游|RPG游戏|资深游戏玩家|不接受居家办公,游戏
秦皇岛·海港区·开发区,海港区狂澜网络工作室,游戏,学历不限,经验不限,5-6K,手游|推广|兼职|不坐班|时间自由|收入凭能力,游戏推广
昆明·盘龙区·茨坝,臻诺,咨询,学历不限,经验不限,3-8K,游戏内容运营|游戏活动运营|游戏社群/用户运营|手游|端游|RPG游戏|资深游戏玩家|不接受居家办公,游戏工作室
郑州·二七区·郑密路,玩开网络科技有限公司,休闲/娱乐,学历不限,经验不限,3-4K,游戏社群/用户运营|主机游戏|手游|端游|MOBA游戏,游戏运营
安阳·文峰区·德隆东街,安阳造梦网络有限公司,互联网,学历不限,经验不限,3-8K,游戏内容运营|游戏活动运营|手游|不接受居家办公,游戏运营
十堰·丹江口市·武当山,湖北灵秀文化传播,电子商务,学历不限,经验不限,5-8K,游戏内容运营|游戏活动运营|游戏社群/用户运营|主机游戏|手游|端游|射击游戏|动作冒险|休闲益智|渠道推广经验|资深游戏玩家|数据分析能力,游戏运营
益阳·安化县·沿江路,竞梦,游戏,学历不限,经验不限,5-8K,主机游戏|手游|端游,游戏专员
西安·雁塔区·科技路沿线,游云网络,游戏,学历不限,1年以内,4-5K,海外游戏运营|社群运营|仙侠类|手游|游戏GS|玩家运营|平台运营|游戏客服,游戏GS
广州·天河区·东圃,尤趣游戏,游戏,学历不限,经验不限,7-10K,手游|端游|游戏直播|玩家拉新|游戏主播,游戏主播
重庆·渝北区·汽博中心,星牛网络,游戏,学历不限,经验不限,5-6K,手游|玩家拉新|游戏营销经验,游戏客服
贵阳·南明区·恒峰,破晓互娱,游戏,学历不限,1-3年,4-8K,手游|游戏营销经验|广告创意/投放|玩家拉新|用户拉新经验|线上线下活动策划/执行,游戏推广
楚雄彝族自治州·楚雄市·老烟厂,楚雄市龙辰网络科...,游戏,学历不限,经验不限,5-10K,手游|端游|二次元游戏推广经验|游戏营销经验|公关传播|玩家拉新|用户拉新经验|独立游戏|页游|渠道推广|游戏销售|流量运营|千万级游戏产品推广经验|数据分析能力,游戏推广
大庆·萨尔图区·万宝,承允科技有限公司,游戏,学历不限,经验不限,3-8K,手游|游戏营销经验|游戏销售|玩家拉新|用户拉新经验,游戏推广
郴州·北湖区·五岭广场,新致律网络公司,游戏,学历不限,经验不限,4-8K,游戏内容运营|游戏活动运营|主机游戏|手游|端游|MOBA游戏|RPG游戏|RTS游戏|资深游戏玩家|数据分析能力|不接受居家办公,游戏陪练
合肥·蜀山区·科技园,游牛网络科技有限公司,休闲/娱乐,学历不限,经验不限,5-9K,游戏商业化经验|手游|游戏客服,游戏运营
淮北·濉溪县·濉溪淮海路,淮北凡星文化传媒,房地产开发经营,学历不限,经验不限,4-9K,手游|端游|主机游戏|创意能力,游戏主播
福州·仓山区·螺洲,树云平台,电子商务,学历不限,经验不限,5-500元/时,手游|广告创意/投放|跟着干有好处,游戏推广
沈阳·和平区·展览馆,迈凯迪,电子商务,初中及以下,经验不限,4-6K,手游|不接受居家办公|模拟经营|主机游戏|RPG游戏|资深游戏玩家|沙盒游戏|游戏代充|游戏社群/用户运营,游戏工作室
固原·原州区·五指广场,西咸新区星琪果网...,电子商务,学历不限,1年以内,3-6K,游戏内容运营|游戏活动运营|游戏社群/用户运营|主机游戏|手游|端游|资深游戏玩家|不接受居家办公,游戏代练
晋城·高平市·高平市中心城区,大梦想家,计算机软件,学历不限,经验不限,2-5K,游戏内容运营|游戏活动运营|游戏社群/用户运营|主机游戏|手游|页游|格斗游戏|动作冒险|休闲益智|渠道推广经验|资深游戏玩家|数据分析能力,游戏运营
沧州,沧州迎辉环保科技,环保,学历不限,1-3年,1000-1500元/月,游戏内容运营|游戏社群/用户运营|手游|端游|接受居家办公,游戏运营
吉安,未来网络技术,游戏,学历不限,经验不限,4-6K,主机游戏|手游|页游|MOBA游戏|射击游戏|绝地求生 王者荣耀,游戏主播
新乡·卫滨区·南桥,星泛传媒,文化艺术/娱乐,学历不限,经验不限,3-8K,游戏内容运营|游戏活动运营|手游|页游|端游|MOBA游戏|RPG游戏|模拟经营|资深游戏玩家|接受居家办公,游戏主播
泸州·龙马潭区·龙马大道,硕维,游戏,初中及以下,经验不限,5-10K,手游|游戏营销经验|游戏销售|用户拉新经验|线上线下活动策划/执行,游戏采集精英
吉安,吉安县桐坪镇恒众...,游戏,中专/中技,1-3年,5-6K,游戏内容运营|游戏活动运营|游戏社群/用户运营|端游|射击游戏|模拟经营|体育/竞技|掌握小语种|资深游戏玩家|数据分析能力|不接受居家办公,游戏
锦州·古塔区·人民街金陵,亿金科技,互联网,学历不限,经验不限,3-4K,游戏内容运营|游戏活动运营|主机游戏|手游|端游|射击游戏|动作冒险|体育/竞技|渠道推广经验|资深游戏玩家|数据分析能力|地推|KOL|射击类游戏,游戏策划
太原·小店区·昌盛西街,九日科技,智能硬件,学历不限,经验不限,5-10K,不限|游戏社群/用户运营|手游|页游|端游|MOBA游戏|RPG游戏|RTS游戏,游戏运营
徐州·邳州市·东湖,德勤华永知产,专利/商标/知识产权,学历不限,1-3年,3-7K,,游戏陪玩
桂林·临桂区·花生唐,桂林路路发网络科...,游戏,初中及以下,1年以内,4-5K,线上推广|渠道推广|微信平台|贴吧论坛|全国区域,游戏推广
太原·晋源区·红灯笼体育场,金开游戏工作室,游戏,1个月,6天/周,100-200元/天,游戏内容运营|游戏活动运营|游戏社群/用户运营|手游|端游|MOBA游戏|RPG游戏|射击游戏|不接受居家办公,游戏陪玩
梅州·梅县区·新城,容先信息科技,互联网,中专/中技,1年以内,3-8K,游戏商业化经验|手游|仙侠类|休闲|游戏陪玩/GS|平台运营|游戏客服|海外游戏运营,游戏运营
太原·晋源区·长风商务区,初心数字传媒有限公司,其他生活服务,大专,经验不限,5-10K,卡牌/战棋|手游|不接受居家办公|主机游戏|端游|资深游戏玩家|射击游戏|游戏活动运营|动作冒险|游戏内容运营|游戏社群/用户运营,游戏运营
南昌·南昌县·昌东,亿佰嘉集团,广告/公关/会展,大专,经验不限,3-7K,游戏内容运营|手游|休闲益智,游戏运营
长沙·天心区·新开铺,长沙市芙蓉区创世...,游戏,高中,经验不限,5-9K,游戏社群/用户运营|手游|端游|MOBA游戏|射击游戏|资深游戏玩家|数据分析能力|不接受居家办公,游戏陪玩
宿州,安徽抖嘉,电子商务,学历不限,经验不限,4-8K,丰富的游戏经验|可兼职,游戏主播
深圳·宝安区·福永,深圳市宏安兴达科技,计算机软件,大专,1-3年,10-15K,卡通类|横版|3D低模|原画|次世代高模|休闲益智|体育/竞技|卡牌/战棋|3ds MAX|Maya|Unity,游戏美术
厦门·思明区·观音山,勤思网络,电子商务,中专/中技,经验不限,3-5K·13薪,游戏类|游戏|图文编辑|游戏文案|广告文案|活动文案,游戏编辑
重庆·渝北区·龙头寺,云鹤,游戏,学历不限,在校/应届,5-8K,端游|页游|五险|包吃住|带薪年假,游戏专员
成都·成华区·驷马桥,四川苍月科技有限公司,游戏,学历不限,在校/应届,5-10K,游戏美工,游戏美工
芜湖·弋江区·鲁港新镇,锦洋信息科技有限公司,电子商务,高中,经验不限,4-8K,手游测试,游戏测试
青岛·即墨区·即墨,宇拓文化,文化艺术/娱乐,学历不限,经验不限,7-12K,线下办公|抖音|娱乐才艺|情感聊天|全职兼职均可|不露脸,游戏主播
十堰,锦能网络游戏,游戏,学历不限,经验不限,3-5K,售后客服|无销售性质,游戏客服
杭州·西湖区·西溪,茉萱信息,游戏,学历不限,经验不限,8-13K,写实类|原画,游戏角色
上海·虹口区·虹口足球场,霖灿信息科技有限公司,社交网络与媒体,大专,1-3年,8-12K,3D设计|游戏特效|多媒体,游戏特效
青岛·市北区·海琴广场,寻迹网络,游戏,学历不限,经验不限,3-4K,RTS游戏|MOBA游戏|主机游戏|端游|RPG游戏|资深游戏玩家|游戏活动运营|游戏内容运营|游戏社群/用户运营,游戏专员
铁岭·开原市·开原市中心城区,瑞旋传媒,电子商务,学历不限,经验不限,3-8K,客服专员,游戏客服
包头·昆都仑区·包百,内蒙古乾一网络科技,游戏,学历不限,经验不限,50-100元/时,兼职|全职|坐班,游戏助教
厦门·思明区·中华,月轮网络,互联网,学历不限,经验不限,5-6K,游戏内容运营|游戏活动运营|游戏社群/用户运营|主机游戏|手游|端游|MOBA游戏|RPG游戏|RTS游戏|渠道推广经验|资深游戏玩家|在校生,游戏社区运营
天津·南开区·鼓楼,天津东游科技有限公司,游戏,大专,经验不限,4-8K,渠道推广经验|资深游戏玩家|数据分析能力|不接受居家办公|游戏内容运营|游戏活动运营|游戏社群/用户运营|手游|休闲益智|卡牌/战棋,游戏运营专员
临沂·兰山区·涑河街,火燕信息技术,电子商务,学历不限,1-3年,21-22K,手游|广告创意/投放|玩家拉新|游戏销售,游戏推广专员
南昌·青山湖区·京东,南昌高新技术产业...,游戏,学历不限,在校/应届,4-9K,手游|玩家拉新|游戏销售,游戏推广专员
驻马店·驿城区·驻马店西站,耀羽星辰网络科技公司,游戏,学历不限,1-3年,5-10K,体育/竞技|手游|不接受居家办公|模拟经营|资深游戏玩家|动作冒险|渠道推广经验|游戏内容运营,游戏推广专员
六安·裕安区·明珠步行街,精湛网络科技,游戏,学历不限,经验不限,3-8K,手游,游戏推广专员
六盘水,贵州南瓜苗信息技术,休闲/娱乐,学历不限,经验不限,3-7K,手游|线上线下活动策划/执行,游戏推广专员
东莞,神秘科技,互联网,学历不限,经验不限,6-9K·13薪,职业系统设计|技能系统设计|战斗系统设计|VR|横版|第三人称|MOBA游戏|射击游戏|格斗游戏,游戏策划
中山·民众街道·民众大道中,大时代游乐,办公用品及设备,本科,3-5年,5-8K,3D Max|手绘,游戏动作
临汾·尧都区·鼓楼西大街,北京幻境乐动,游戏,大专,经验不限,2-3K,美工|美术设计师|游戏主美|视觉设计|公共艺术设计|舞美设计|包装设计,游戏美术
北京·朝阳区·酒仙桥,MOREVFX,广播/影视,本科,1-3年,10-15K,游戏内容运营|游戏活动运营|游戏社群/用户运营|射击游戏|CET-6,游戏运营
上海·浦东新区·张江,上海弥捺,文化艺术/娱乐,学历不限,1-3年,15-30K,3D特效,游戏特效
杭州·滨江区·浦沿,椿野之城桌游,休闲/娱乐,学历不限,经验不限,300-400元/时,全职|兼职|线下教育|不坐班|坐班,游戏助教
太原·小店区·平阳,新恒鑫网络科技公司,运营商/增值服务,学历不限,经验不限,4-9K,游戏推广,游戏推广
商丘·梁园区·火球商业中心,汇玩电竞陪玩公司,游戏,学历不限,经验不限,6-11K,资深游戏玩家|不接受居家办公|游戏内容运营|主机游戏|手游|端游|射击游戏|格斗游戏|RTS游戏,游戏运营
天津·北辰区·普东,极光互娱,文化艺术/娱乐,学历不限,经验不限,8-13K,手游|易上手|无责保底|免费住宿|独立直播间|一对一指导|氛围好|游戏主播,游戏主播
石家庄·长安区·桃园,长安灵风计算机信...,游戏,学历不限,经验不限,3-8K,主机游戏|手游|端游|不接受居家办公,游戏玩家
驻马店·驿城区·金雀路,盛昶科技,游戏,学历不限,经验不限,4-9K·13薪,手游,游戏推广
南昌·南昌县·莲塘,新建区壹游电竞俱...,休闲/娱乐,学历不限,经验不限,4-8K,游戏社群/用户运营|手游|页游|端游|MOBA游戏|RPG游戏|射击游戏|资深游戏玩家|不接受居家办公,游戏专员
泰州,易开美得,游戏,学历不限,经验不限,9-14K,手游|不接受居家办公|音乐游戏|游戏活动运营|游戏内容运营|游戏社群/用户运营,游戏主播
合肥·瑶海区·明光路,合肥手中有粮眼里...,互联网,大专,3-5年,4-9K,游戏内容运营|游戏活动运营|手游|页游|端游|游戏主播|主播,游戏主播
潍坊,高密市煜享商贸工作室,游戏,学历不限,经验不限,15-30K,卡牌/战棋,游戏策划
襄阳·樊城区·沃尔玛,襄阳蓝鲸传媒有限公司,游戏,学历不限,1年以内,50-80元/时,手游|公关传播|广告创意/投放|玩家拉新|游戏营销经验|用户拉新经验,游戏推广专员
上饶·信州区·步行街,神话,游戏,学历不限,经验不限,3-8K,手游|玩家拉新|需要能吃苦耐劳的年轻人,游戏推广专员
滨州·邹平市·黄山三路,通汇网络,游戏,学历不限,经验不限,3-4K,游戏社群/用户运营|端游|RPG游戏|RTS游戏|射击游戏|资深游戏玩家|不接受居家办公,游戏运营
广州·番禺区·石楼,渔翁网络,游戏,学历不限,经验不限,5-10K,游戏主播|卡牌游戏|投流,游戏主播
朔州·应县·应县木塔景区,心梦乐游工作室,游戏,大专,经验不限,3-6K,技能系统设计|3ds MAX|战斗系统设计|PS|第一人称|RPG游戏|沙盒游戏|动作冒险|经济系统搭建,游戏策划
新乡·红旗区·西大街,河南汉胄智能科技,游戏,学历不限,经验不限,5-10K,娱乐/时尚直播|游戏直播|带货直播|主播经纪人|抖音（抖音火山）,游戏直播
苏州·吴中区·郭巷,超娱互动,游戏,学历不限,1-3年,3-5K,游戏测试|测试工程师|游戏,游戏测试
新乡·红旗区·宝龙城市广场,智慧网络,互联网,学历不限,经验不限,4-8K,游戏推广|手机游戏,游戏推广
丽水·莲都区·白云,通达融合商贸有限公司,新零售,中专/中技,1-3年,100-150元/天,游戏内容运营|主机游戏|端游|RPG游戏|资深游戏玩家|不接受居家办公,游戏代练
济南·槐荫区·济南西站,闲游盒网络科技,互联网,学历不限,经验不限,3-5K,不含销售的客服工作|线上客服|正常工作制|办公室坐班|全职工作|企业内部客服|电商客服|售后客服|售前客服|不接受居家办公|有帮带  氛围好,游戏客服
株洲·天元区·长江广场,云睿科技,电子商务,学历不限,经验不限,4-8K,游戏赛事|游戏活动|游戏平台运营|游戏活动运营|游戏平台|端游|游戏推广,游戏运营
廊坊·广阳区·步行街,廊坊市迪迪网络科技,游戏,学历不限,经验不限,5-10K,端游|MOBA游戏|射击游戏|不接受居家办公,游戏陪玩
